Entity ID,API/UWI,API/UWI List,Monthly Production Date,Monthly Oil,Monthly Gas,Monthly Water,Well Count,Days,Daily Avg Oil,Daily Avg Gas,Daily Avg Water,Reservoir,Well/Lease Name,Well Number,Operator Company Name,Production Type,Production Status,Entity Type,Producing Month Number
129756527,30025434780000,3002543478,2019-09-01,3799,10195,16144,1,30,126.63,339.83,538.13,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,26
129756527,30025434780000,3002543478,2019-10-01,3852,10855,25350,1,31,124.26,350.16,817.74,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,27
129756527,30025434780000,3002543478,2019-11-01,3724,11333,23972,1,30,124.13,377.77,799.07,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,28
129756527,30025434780000,3002543478,2019-12-01,3946,12709,20901,1,31,127.29,409.97,674.23,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,29
129756527,30025434780000,3002543478,2020-01-01,3869,11893,20440,1,31,124.81,383.65,659.35,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,30
129756527,30025434780000,3002543478,2020-02-01,3601,11623,17342,1,29,124.17,400.79,598.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,31
129756527,30025434780000,3002543478,2020-03-01,3275,11734,10459,1,31,105.65,378.52,337.39,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,32
129756527,30025434780000,3002543478,2020-04-01,3076,10568,11655,1,30,102.53,352.27,388.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,33
129756527,30025434780000,3002543478,2020-05-01,3128,10993,11196,1,31,100.90,354.61,361.16,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,34
129756527,30025434780000,3002543478,2020-06-01,2863,8700,11177,1,30,95.43,290.00,372.57,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,35
129756527,30025434780000,3002543478,2020-07-01,2774,9009,9232,1,31,89.48,290.61,297.81,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,36
129756527,30025434780000,3002543478,2020-08-01,2403,8007,7926,1,31,77.52,258.29,255.68,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,37
129756527,30025434780000,3002543478,2020-09-01,2544,9472,8813,1,30,84.80,315.73,293.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,38
129756527,30025434780000,3002543478,2020-10-01,2627,8709,7560,1,31,84.74,280.94,243.87,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,39
129756527,30025434780000,3002543478,2020-11-01,2281,8461,8384,1,27,84.48,313.37,310.52,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,40
129756527,30025434780000,3002543478,2020-12-01,3154,10847,9588,1,31,101.74,349.90,309.29,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,702H,EOG RESOURCES,OIL,ACTIVE,COM,41
129756488,30025434790000,3002543479,2017-08-01,17720,36939,70542,1,31,571.61,1191.58,2275.55,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,1
129756488,30025434790000,3002543479,2017-09-01,56444,117672,83648,1,21,2687.81,5603.43,3983.24,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,2
129756488,30025434790000,3002543479,2017-10-01,43440,94749,88678,1,29,1497.93,3267.21,3057.86,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,3
129756488,30025434790000,3002543479,2017-11-01,32154,70544,45169,1,30,1071.80,2351.47,1505.63,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,4
129756488,30025434790000,3002543479,2017-12-01,21380,48066,36705,1,30,712.67,1602.20,1223.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,5
129756488,30025434790000,3002543479,2018-01-01,18206,43099,32543,1,31,587.29,1390.29,1049.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,6
129756488,30025434790000,3002543479,2018-02-01,14202,36076,20881,1,28,507.21,1288.43,745.75,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,7
129756488,30025434790000,3002543479,2018-03-01,13778,34207,20576,1,31,444.45,1103.45,663.74,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,8
129756488,30025434790000,3002543479,2018-04-01,11147,27436,17745,1,30,371.57,914.53,591.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,9
129756488,30025434790000,3002543479,2018-05-01,10664,28357,16881,1,31,344.00,914.74,544.55,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,10
129756488,30025434790000,3002543479,2018-06-01,669,1454,23875,1,12,55.75,121.17,1989.58,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,11
129756488,30025434790000,3002543479,2018-07-01,3023,6928,37281,1,31,97.52,223.48,1202.61,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,12
129756488,30025434790000,3002543479,2018-08-01,6467,14478,26508,1,31,208.61,467.03,855.10,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,13
129756488,30025434790000,3002543479,2018-09-01,7211,17482,20219,1,30,240.37,582.73,673.97,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,14
129756488,30025434790000,3002543479,2018-10-01,7413,18260,18808,1,31,239.13,589.03,606.71,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,15
129756488,30025434790000,3002543479,2018-11-01,6733,17093,14393,1,30,224.43,569.77,479.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,16
129756488,30025434790000,3002543479,2018-12-01,7038,18830,14552,1,31,227.03,607.42,469.42,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,17
129756488,30025434790000,3002543479,2019-01-01,5994,16486,12168,1,31,193.35,531.81,392.52,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,18
129756488,30025434790000,3002543479,2019-02-01,4805,14622,11144,1,28,171.61,522.21,398.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,19
129756488,30025434790000,3002543479,2019-03-01,4744,15760,14787,1,31,153.03,508.39,477.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,20
129756488,30025434790000,3002543479,2019-04-01,4589,15504,12495,1,30,152.97,516.80,416.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,21
129756488,30025434790000,3002543479,2019-05-01,4190,13845,11320,1,31,135.16,446.61,365.16,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,22
129756488,30025434790000,3002543479,2019-06-01,4077,14341,16482,1,30,135.90,478.03,549.40,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,23
129756488,30025434790000,3002543479,2019-07-01,4246,15517,12896,1,31,136.97,500.55,416.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,24
129756488,30025434790000,3002543479,2019-08-01,4504,16566,12852,1,31,145.29,534.39,414.58,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,25
129756488,30025434790000,3002543479,2019-09-01,3963,15265,14948,1,30,132.10,508.83,498.27,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,26
129756488,30025434790000,3002543479,2019-10-01,4036,14316,13539,1,31,130.19,461.81,436.74,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,27
129756488,30025434790000,3002543479,2019-11-01,3886,14357,13988,1,30,129.53,478.57,466.27,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,28
129756488,30025434790000,3002543479,2019-12-01,3989,17116,14901,1,31,128.68,552.13,480.68,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,29
129756488,30025434790000,3002543479,2020-01-01,3767,15638,13371,1,31,121.52,504.45,431.32,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,30
129756488,30025434790000,3002543479,2020-02-01,3298,14256,11851,1,29,113.72,491.59,408.66,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,31
129756488,30025434790000,3002543479,2020-03-01,3174,15100,11153,1,31,102.39,487.10,359.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,32
129756488,30025434790000,3002543479,2020-04-01,3030,14205,10433,1,30,101.00,473.50,347.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,33
129756488,30025434790000,3002543479,2020-05-01,2452,11528,9129,1,31,79.10,371.87,294.48,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,34
129756488,30025434790000,3002543479,2020-06-01,2008,8631,7290,1,30,66.93,287.70,243.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,35
129756488,30025434790000,3002543479,2020-07-01,2046,8284,6316,1,31,66.00,267.23,203.74,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,36
129756488,30025434790000,3002543479,2020-08-01,1764,6821,4886,1,31,56.90,220.03,157.61,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,37
129756488,30025434790000,3002543479,2020-09-01,2303,9018,5000,1,30,76.77,300.60,166.67,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,38
129756488,30025434790000,3002543479,2020-10-01,1891,7886,4563,1,31,61.00,254.39,147.19,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,39
129756488,30025434790000,3002543479,2020-11-01,1331,4525,5261,1,27,49.30,167.59,194.85,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,40
129756488,30025434790000,3002543479,2020-12-01,2258,7055,7080,1,31,72.84,227.58,228.39,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,703H,EOG RESOURCES,OIL,ACTIVE,COM,41
129756480,30025434800000,3002543480,2017-08-01,10009,19941,34564,1,31,322.87,643.26,1114.97,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,1
129756480,30025434800000,3002543480,2017-09-01,12059,24961,23683,1,19,634.68,1313.74,1246.47,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,2
129756480,30025434800000,3002543480,2017-10-01,61581,131226,152486,1,28,2199.32,4686.64,5445.93,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,3
129756480,30025434800000,3002543480,2017-11-01,46490,100595,83212,1,30,1549.67,3353.17,2773.73,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,4
129756480,30025434800000,3002543480,2017-12-01,39370,82925,66127,1,31,1270.00,2675.00,2133.13,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,5
129756480,30025434800000,3002543480,2018-01-01,27020,57208,46408,1,31,871.61,1845.42,1497.03,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,6
129756480,30025434800000,3002543480,2018-02-01,21800,46960,37621,1,28,778.57,1677.14,1343.61,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,7
129756480,30025434800000,3002543480,2018-03-01,22400,48181,42297,1,31,722.58,1554.23,1364.42,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,8
129756480,30025434800000,3002543480,2018-04-01,19639,45577,37143,1,30,654.63,1519.23,1238.10,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,9
129756480,30025434800000,3002543480,2018-05-01,16679,39305,31758,1,31,538.03,1267.90,1024.45,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,10
129756480,30025434800000,3002543480,2018-06-01,560,661,18942,1,11,50.91,60.09,1722.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,11
129756480,30025434800000,3002543480,2018-07-01,4708,11418,88694,1,31,151.87,368.32,2861.10,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,12
129756480,30025434800000,3002543480,2018-08-01,7396,17052,65717,1,31,238.58,550.06,2119.90,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,13
129756480,30025434800000,3002543480,2018-09-01,6928,17695,30232,1,30,230.93,589.83,1007.73,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,14
129756480,30025434800000,3002543480,2018-10-01,6242,16188,23262,1,31,201.35,522.19,750.39,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,15
129756480,30025434800000,3002543480,2018-11-01,5514,15625,19105,1,30,183.80,520.83,636.83,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,16
129756480,30025434800000,3002543480,2018-12-01,5379,14367,17255,1,31,173.52,463.45,556.61,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,17
129756480,30025434800000,3002543480,2019-01-01,4763,14889,15237,1,31,153.65,480.29,491.52,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,18
129756480,30025434800000,3002543480,2019-02-01,3821,13237,13407,1,28,136.46,472.75,478.82,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,19
129756480,30025434800000,3002543480,2019-03-01,4097,14656,13780,1,31,132.16,472.77,444.52,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,20
129756480,30025434800000,3002543480,2019-04-01,3761,15592,12884,1,30,125.37,519.73,429.47,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,21
129756480,30025434800000,3002543480,2019-05-01,3566,13370,11622,1,31,115.03,431.29,374.90,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,22
129756480,30025434800000,3002543480,2019-06-01,3292,13304,11354,1,30,109.73,443.47,378.47,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,23
129756480,30025434800000,3002543480,2019-07-01,3402,14643,12492,1,31,109.74,472.35,402.97,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,24
129756480,30025434800000,3002543480,2019-08-01,3175,15364,13788,1,31,102.42,495.61,444.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,25
129756480,30025434800000,3002543480,2019-09-01,2666,11904,10762,1,30,88.87,396.80,358.73,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,26
129756480,30025434800000,3002543480,2019-10-01,2682,10849,9296,1,31,86.52,349.97,299.87,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,27
129756480,30025434800000,3002543480,2019-11-01,2629,11208,9555,1,30,87.63,373.60,318.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,28
129756480,30025434800000,3002543480,2019-12-01,2642,12441,11729,1,31,85.23,401.32,378.35,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,29
129756480,30025434800000,3002543480,2020-01-01,2555,12102,10597,1,31,82.42,390.39,341.84,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,30
129756480,30025434800000,3002543480,2020-02-01,2217,10952,8903,1,29,76.45,377.66,307.00,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,31
129756480,30025434800000,3002543480,2020-03-01,2322,12596,8670,1,31,74.90,406.32,279.68,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,32
129756480,30025434800000,3002543480,2020-04-01,2014,11304,7216,1,30,67.13,376.80,240.53,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,33
129756480,30025434800000,3002543480,2020-05-01,1686,9644,6336,1,31,54.39,311.10,204.39,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,34
129756480,30025434800000,3002543480,2020-06-01,1428,7765,5085,1,30,47.60,258.83,169.50,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,35
129756480,30025434800000,3002543480,2020-07-01,1381,7511,5904,1,31,44.55,242.29,190.45,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,36
129756480,30025434800000,3002543480,2020-08-01,1332,7352,6239,1,31,42.97,237.16,201.26,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,37
129756480,30025434800000,3002543480,2020-09-01,1340,7233,5033,1,30,44.67,241.10,167.77,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,38
129756480,30025434800000,3002543480,2020-10-01,1440,8426,5417,1,31,46.45,271.81,174.74,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,39
129756480,30025434800000,3002543480,2020-11-01,1408,8898,7115,1,27,52.15,329.56,263.52,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,40
129756480,30025434800000,3002543480,2020-12-01,2209,10186,8953,1,31,71.26,328.58,288.81,UPR WOLFCAMP,ANTIETAM 9 FEDERAL COM,704H,EOG RESOURCES,OIL,ACTIVE,COM,41
129562371,30025429360000,3002542936,2016-08-01,65563,136660,145211,1,31,2114.94,4408.39,4684.23,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,1
129562371,30025429360000,3002542936,2016-09-01,49411,98680,96076,1,30,1647.03,3289.33,3202.53,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,2
129562371,30025429360000,3002542936,2016-10-01,39075,81281,77950,1,31,1260.48,2621.97,2514.52,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,3
129562371,30025429360000,3002542936,2016-11-01,31491,63999,59204,1,30,1049.70,2133.30,1973.47,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,4
129562371,30025429360000,3002542936,2016-12-01,27453,56944,52961,1,31,885.58,1836.90,1708.42,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,5
129562371,30025429360000,3002542936,2017-01-01,24391,50303,46843,1,31,786.81,1622.68,1511.06,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,6
129562371,30025429360000,3002542936,2017-02-01,19535,41717,37828,1,28,697.68,1489.89,1351.00,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,7
129562371,30025429360000,3002542936,2017-03-01,19376,41149,38032,1,31,625.03,1327.39,1226.84,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,8
129562371,30025429360000,3002542936,2017-04-01,18399,37078,34286,1,30,613.30,1235.93,1142.87,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,9
129562371,30025429360000,3002542936,2017-05-01,17229,36376,33484,1,31,555.77,1173.42,1080.13,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,10
129562371,30025429360000,3002542936,2017-06-01,15455,32483,30111,1,30,515.17,1082.77,1003.70,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,11
129562371,30025429360000,3002542936,2017-07-01,4164,9841,37957,1,20,208.20,492.05,1897.85,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,12
129562371,30025429360000,3002542936,2017-08-01,11977,26196,51972,1,31,386.35,845.03,1676.52,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,13
129562371,30025429360000,3002542936,2017-09-01,13641,29213,39341,1,30,454.70,973.77,1311.37,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,14
129562371,30025429360000,3002542936,2017-10-01,13591,28379,34099,1,31,438.42,915.45,1099.97,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,15
129562371,30025429360000,3002542936,2017-11-01,13223,27633,29932,1,30,440.77,921.10,997.73,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,16
129562371,30025429360000,3002542936,2017-12-01,12100,25583,27286,1,31,390.32,825.26,880.19,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,17
129562371,30025429360000,3002542936,2018-01-01,11458,23887,26406,1,31,369.61,770.55,851.81,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,18
129562371,30025429360000,3002542936,2018-02-01,10415,22203,25942,1,28,371.96,792.96,926.50,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,19
129562371,30025429360000,3002542936,2018-03-01,11315,25096,27043,1,31,365.00,809.55,872.35,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,20
129562371,30025429360000,3002542936,2018-04-01,11164,26124,26235,1,30,372.13,870.80,874.50,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,21
129562371,30025429360000,3002542936,2018-05-01,9509,21983,22487,1,31,306.74,709.13,725.39,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,22
129562371,30025429360000,3002542936,2018-06-01,10013,22002,28452,1,30,333.77,733.40,948.40,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,23
129562371,30025429360000,3002542936,2018-07-01,10078,23692,30229,1,31,325.10,764.26,975.13,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,24
129562371,30025429360000,3002542936,2018-08-01,8623,19310,12856,1,31,278.16,622.90,414.71,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,25
129562371,30025429360000,3002542936,2018-09-01,8221,17218,22726,1,30,274.03,573.93,757.53,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,26
129562371,30025429360000,3002542936,2018-10-01,8927,16581,19318,1,31,287.97,534.87,623.16,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,27
129562371,30025429360000,3002542936,2018-11-01,7966,15061,16959,1,30,265.53,502.03,565.30,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,28
129562371,30025429360000,3002542936,2018-12-01,8178,14003,16909,1,31,263.81,451.71,545.45,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,29
129562371,30025429360000,3002542936,2019-01-01,9977,22094,19104,1,31,321.84,712.71,616.26,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,30
129562371,30025429360000,3002542936,2019-02-01,6816,14197,15092,1,27,252.44,525.81,558.96,UPPER WOLFCAMP,ORRTANNA 20 FEDERAL,701H,EOG RESOURCES,OIL,ACTIVE,COM,31
